	Concurso	Data	Bola1	Bola2	Bola3	Bola4	Bola5	Bola6	Bola7	Bola8	Bola9	Bola10	Bola11	Bola12	Bola13	Bola14	Bola15	Arrecadacao	Ganhadores	Numero1	Numero2	Numero3	Numero4	Numero5	Numero6	Numero7	Numero8	Numero9	Numero10	Numero11	NUmero12	Numero13	Numero14	Numero15										
1	96	25/07/2005	9	17	24	6	16	10	23	18	14	19	4	3	12	21	22	0	1	#N/A	#N/A	3	4	#N/A	6	#N/A	#N/A	9	10	#N/A	12	#N/A	14	#N/A	16	17	18	19	#N/A	21	22	23	24	#N/A
1	97	02/08/2005	4	10	13	22	17	3	23	24	12	14	15	25	19	20	6	0	4	#N/A	#N/A	3	4	#N/A	6	#N/A	#N/A	#N/A	10	#N/A	12	13	14	15	#N/A	17	#N/A	19	20	#N/A	22	23	24	25
1	98	08/08/2005	24	17	15	25	8	18	22	6	1	11	23	20	5	2	10	0	5	1	2	#N/A	#N/A	5	6	#N/A	8	#N/A	10	11	#N/A	#N/A	#N/A	15	#N/A	17	18	#N/A	20	#N/A	22	23	24	25
1	99	15/08/2005	4	7	24	25	20	14	1	2	10	16	17	11	21	13	3	0	4	1	2	3	4	#N/A	#N/A	7	#N/A	#N/A	10	11	#N/A	13	14	#N/A	16	17	#N/A	#N/A	20	21	#N/A	#N/A	24	25
1	100	22/08/2005	11	22	14	25	10	8	23	13	4	16	17	9	3	12	1	0	6	1	#N/A	3	4	#N/A	#N/A	#N/A	8	9	10	11	12	13	14	#N/A	16	17	#N/A	#N/A	#N/A	#N/A	22	23	#N/A	25
1	101	29/08/2005	7	6	14	19	13	3	21	23	1	24	16	17	9	20	10	0	9	1	#N/A	3	#N/A	#N/A	6	7	#N/A	9	10	#N/A	#N/A	13	14	#N/A	16	17	#N/A	19	20	21	#N/A	23	24	#N/A
1	102	05/09/2005	19	4	22	1	7	23	10	25	21	11	18	2	3	9	12	0	5	1	2	3	4	#N/A	#N/A	7	#N/A	9	10	11	12	#N/A	#N/A	#N/A	#N/A	#N/A	18	19	#N/A	21	22	23	#N/A	25
1	103	12/09/2005	23	18	1	7	5	22	2	3	25	10	4	17	8	16	11	0	5	1	2	3	4	5	#N/A	7	8	#N/A	10	11	#N/A	#N/A	#N/A	#N/A	16	17	18	#N/A	#N/A	#N/A	22	23	#N/A	25
1	104	19/09/2005	6	5	22	24	19	16	11	14	21	13	15	25	7	18	10	0	2	#N/A	#N/A	#N/A	#N/A	5	6	7	#N/A	#N/A	10	11	#N/A	13	14	15	16	#N/A	18	19	#N/A	21	22	#N/A	24	25
1	105	26/09/2005	8	7	10	12	25	9	15	22	19	6	11	13	4	17	21	0	2	#N/A	#N/A	#N/A	4	#N/A	6	7	8	9	10	11	12	13	#N/A	15	#N/A	17	#N/A	19	#N/A	21	22	#N/A	#N/A	25
1	106	03/10/2005	5	15	3	1	4	13	22	2	25	6	10	17	14	23	12	0	3	1	2	3	4	5	6	#N/A	#N/A	#N/A	10	#N/A	12	13	14	15	#N/A	17	#N/A	#N/A	#N/A	#N/A	22	23	#N/A	25
1	107	10/10/2005	24	4	7	17	21	12	15	3	25	11	1	18	6	8	9	0	1	1	#N/A	3	4	#N/A	6	7	8	9	#N/A	11	12	#N/A	#N/A	15	#N/A	17	18	#N/A	#N/A	21	#N/A	#N/A	24	25
1	108	17/10/2005	9	15	25	14	16	2	8	11	12	7	1	22	4	23	18	0	8	1	2	#N/A	4	#N/A	#N/A	7	8	9	#N/A	11	12	#N/A	14	15	16	#N/A	18	#N/A	#N/A	#N/A	22	23	#N/A	25
1	109	24/10/2005	9	7	23	1	11	25	18	13	20	3	21	5	24	16	12	0	14	1	#N/A	3	#N/A	5	#N/A	7	#N/A	9	#N/A	11	12	13	#N/A	#N/A	16	#N/A	18	#N/A	20	21	#N/A	23	24	25
1	110	31/10/2005	23	20	3	6	5	1	4	25	12	13	21	17	22	14	19	0	2	1	#N/A	3	4	5	6	#N/A	#N/A	#N/A	#N/A	#N/A	12	13	14	#N/A	#N/A	17	#N/A	19	20	21	22	23	#N/A	25
1	111	07/11/2005	10	1	19	21	25	17	12	5	11	15	13	24	6	18	22	0	1	1	#N/A	#N/A	#N/A	5	6	#N/A	#N/A	#N/A	10	11	12	13	#N/A	15	#N/A	17	18	19	#N/A	21	22	#N/A	24	25
1	112	14/11/2005	20	10	2	6	19	21	18	3	17	11	1	14	4	15	23	0	1	1	2	3	4	#N/A	6	#N/A	#N/A	#N/A	10	11	#N/A	#N/A	14	15	#N/A	17	18	19	20	21	#N/A	23	#N/A	#N/A
1	113	21/11/2005	6	14	24	2	19	5	12	8	20	21	4	11	1	13	25	0	3	1	2	#N/A	4	5	6	#N/A	8	#N/A	#N/A	11	12	13	14	#N/A	#N/A	#N/A	#N/A	19	20	21	#N/A	#N/A	24	25
1	114	28/11/2005	20	3	22	9	6	2	14	1	10	25	24	11	21	8	7	0	0	1	2	3	#N/A	#N/A	6	7	8	9	10	11	#N/A	#N/A	14	#N/A	#N/A	#N/A	#N/A	#N/A	20	21	22	#N/A	24	25
1	115	05/12/2005	4	17	5	16	6	11	20	9	12	21	25	7	13	1	18	0	1	1	#N/A	#N/A	4	5	6	7	#N/A	9	#N/A	11	12	13	#N/A	#N/A	16	17	18	#N/A	20	21	#N/A	#N/A	#N/A	25
1	116	12/12/2005	11	13	18	10	25	23	16	1	14	2	19	21	12	9	20	0	2	1	2	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	9	10	11	12	13	14	#N/A	16	#N/A	18	19	20	21	#N/A	23	#N/A	25
1	117	19/12/2005	14	20	5	11	9	23	18	17	6	13	25	15	7	12	10	0	3	#N/A	#N/A	#N/A	#N/A	5	6	7	#N/A	9	10	11	12	13	14	15	#N/A	17	18	#N/A	20	#N/A	#N/A	23	#N/A	25
1	118	27/12/2005	24	15	21	22	18	4	14	13	19	6	12	2	23	8	5	0	4	#N/A	2	#N/A	4	5	6	#N/A	8	#N/A	#N/A	#N/A	12	13	14	15	#N/A	#N/A	18	19	#N/A	21	22	23	24	#N/A
1	119	02/01/2006	15	1	21	22	9	4	18	6	24	20	23	11	8	10	17	0	1	1	#N/A	#N/A	4	#N/A	6	#N/A	8	9	10	11	#N/A	#N/A	#N/A	15	#N/A	17	18	#N/A	20	21	22	23	24	#N/A
1	120	09/01/2006	3	8	19	7	20	16	15	13	12	11	1	24	18	21	5	0	2	1	#N/A	3	#N/A	5	#N/A	7	8	#N/A	#N/A	11	12	13	#N/A	15	16	#N/A	18	19	20	21	#N/A	#N/A	24	#N/A
1	121	16/01/2006	17	24	25	23	7	2	4	5	11	10	9	1	18	16	12	0	3	1	2	#N/A	4	5	#N/A	7	#N/A	9	10	11	12	#N/A	#N/A	#N/A	16	17	18	#N/A	#N/A	#N/A	#N/A	23	24	25
1	122	23/01/2006	5	22	2	10	13	15	9	20	4	25	1	18	23	17	8	0	8	1	2	#N/A	4	5	#N/A	#N/A	8	9	10	#N/A	#N/A	13	#N/A	15	#N/A	17	18	#N/A	20	#N/A	22	23	#N/A	25
1	123	30/01/2006	20	13	21	6	18	5	4	7	17	24	19	12	23	11	22	0	4	#N/A	#N/A	#N/A	4	5	6	7	#N/A	#N/A	#N/A	11	12	13	#N/A	#N/A	#N/A	17	18	19	20	21	22	23	24	#N/A
1	124	06/02/2006	19	9	2	6	24	7	20	16	15	3	25	14	4	18	21	0	2	#N/A	2	3	4	#N/A	6	7	#N/A	9	#N/A	#N/A	#N/A	#N/A	14	15	16	#N/A	18	19	20	21	#N/A	#N/A	24	25
1	125	13/02/2006	10	22	7	6	12	16	11	21	4	9	24	3	2	25	15	0	2	#N/A	2	3	4	#N/A	6	7	#N/A	9	10	11	12	#N/A	#N/A	15	16	#N/A	#N/A	#N/A	#N/A	21	22	#N/A	24	25
1	126	20/02/2006	7	22	18	8	13	25	16	1	21	4	24	14	3	2	6	0	0	1	2	3	4	#N/A	6	7	8	#N/A	#N/A	#N/A	#N/A	13	14	#N/A	16	#N/A	18	#N/A	#N/A	21	22	#N/A	24	25
1	127	01/03/2006	5	25	4	1	13	2	12	18	22	19	23	7	3	10	11	0	5	1	2	3	4	5	#N/A	7	#N/A	#N/A	10	11	12	13	#N/A	#N/A	#N/A	#N/A	18	19	#N/A	#N/A	22	23	#N/A	25
1	128	06/03/2006	17	2	14	21	3	23	6	15	13	11	4	16	19	25	20	0	2	#N/A	2	3	4	#N/A	6	#N/A	#N/A	#N/A	#N/A	11	#N/A	13	14	15	16	17	#N/A	19	20	21	#N/A	23	#N/A	25
1	129	13/03/2006	5	11	9	22	6	21	7	19	2	20	15	23	18	25	13	0	3	#N/A	2	#N/A	#N/A	5	6	7	#N/A	9	#N/A	11	#N/A	13	#N/A	15	#N/A	#N/A	18	19	20	21	22	23	#N/A	25
1	130	20/03/2006	15	19	6	4	24	2	17	25	13	23	10	12	5	3	9	0	3	#N/A	2	3	4	5	6	#N/A	#N/A	9	10	#N/A	12	13	#N/A	15	#N/A	17	#N/A	19	#N/A	#N/A	#N/A	23	24	25
1	131	27/03/2006	2	25	20	12	5	7	6	11	13	19	8	4	15	22	23	0	1	#N/A	#N/A	#N/A	4	5	6	7	8	#N/A	#N/A	11	12	13	#N/A	15	#N/A	#N/A	#N/A	19	20	#N/A	22	23	#N/A	25
1	132	03/04/2006	9	25	14	11	7	15	1	22	16	4	5	17	3	10	23	0	10	1	#N/A	3	4	5	#N/A	7	#N/A	9	10	11	#N/A	#N/A	14	15	16	17	#N/A	#N/A	#N/A	#N/A	22	23	#N/A	25
1	133	10/04/2006	18	22	9	3	15	20	8	21	4	19	13	1	11	23	5	0	5	1	#N/A	3	4	5	#N/A	#N/A	8	9	#N/A	11	#N/A	13	#N/A	15	#N/A	#N/A	18	19	20	21	22	23	#N/A	#N/A
1	134	17/04/2006	12	16	5	7	11	19	8	25	22	17	14	1	3	10	13	0	4	1	#N/A	3	#N/A	5	#N/A	7	8	#N/A	10	11	12	13	14	#N/A	16	17	#N/A	19	#N/A	#N/A	22	#N/A	#N/A	25
1	135	24/04/2006	7	22	13	2	21	14	19	8	1	25	20	10	15	18	5	0	7	1	2	#N/A	#N/A	5	#N/A	7	8	#N/A	10	#N/A	#N/A	13	14	15	#N/A	#N/A	18	19	20	21	22	#N/A	#N/A	25
1	136	02/05/2006	1	2	23	12	17	21	5	22	9	15	24	14	13	6	3	0	2	1	2	3	#N/A	5	6	#N/A	#N/A	9	#N/A	#N/A	12	13	14	15	#N/A	17	#N/A	#N/A	#N/A	21	22	23	24	#N/A
1	137	08/05/2006	18	6	19	25	11	8	17	20	16	10	2	21	12	9	13	0	2	#N/A	2	#N/A	#N/A	#N/A	6	#N/A	8	9	10	11	12	13	#N/A	#N/A	16	17	18	19	20	21	#N/A	#N/A	#N/A	25
1	138	15/05/2006	15	7	16	17	8	24	22	2	3	13	11	5	21	25	4	0	3	#N/A	2	3	4	5	#N/A	7	8	#N/A	#N/A	11	#N/A	13	#N/A	15	16	17	#N/A	#N/A	#N/A	21	22	#N/A	24	25
1	139	22/05/2006	22	24	23	12	1	15	7	14	21	16	17	2	9	18	19	0	1	1	2	#N/A	#N/A	#N/A	#N/A	7	#N/A	9	#N/A	#N/A	12	#N/A	14	15	16	17	18	19	#N/A	21	22	23	24	#N/A
1	140	29/05/2006	12	10	19	1	25	22	15	6	2	24	13	20	9	18	3	0	7	1	2	3	#N/A	#N/A	6	#N/A	#N/A	9	10	#N/A	12	13	#N/A	15	#N/A	#N/A	18	19	20	#N/A	22	#N/A	24	25
1	141	05/06/2006	18	12	19	3	8	17	13	1	25	20	10	16	9	24	7	0	2	1	#N/A	3	#N/A	#N/A	#N/A	7	8	9	10	#N/A	12	13	#N/A	#N/A	16	17	18	19	20	#N/A	#N/A	#N/A	24	25
1	142	12/06/2006	1	18	19	5	23	7	6	16	17	24	15	9	22	4	2	0	1	1	2	#N/A	4	5	6	7	#N/A	9	#N/A	#N/A	#N/A	#N/A	#N/A	15	16	17	18	19	#N/A	#N/A	22	23	24	#N/A
1	143	19/06/2006	21	11	22	9	24	8	17	15	25	1	16	23	13	19	2	0	5	1	2	#N/A	#N/A	#N/A	#N/A	#N/A	8	9	#N/A	11	#N/A	13	#N/A	15	16	17	#N/A	19	#N/A	21	22	23	24	25
1	144	26/06/2006	12	17	1	2	21	4	14	22	9	24	20	7	19	11	25	0	36	1	2	#N/A	4	#N/A	#N/A	7	#N/A	9	#N/A	11	12	#N/A	14	#N/A	#N/A	17	#N/A	19	20	21	22	#N/A	24	25
1	145	03/07/2006	14	15	20	22	13	10	25	11	18	9	24	2	3	1	17	0	3	1	2	3	#N/A	#N/A	#N/A	#N/A	#N/A	9	10	11	#N/A	13	14	15	#N/A	17	18	#N/A	20	#N/A	22	#N/A	24	25
1	146	10/07/2006	17	22	12	2	11	5	24	10	14	13	25	16	1	23	8	0	6	1	2	#N/A	#N/A	5	#N/A	#N/A	8	#N/A	10	11	12	13	14	#N/A	16	17	#N/A	#N/A	#N/A	#N/A	22	23	24	25
1	147	17/07/2006	2	5	12	13	21	23	22	11	1	10	6	25	4	19	16	0	3	1	#N/A	#N/A	4	5	6	#N/A	#N/A	#N/A	10	11	12	13	#N/A	#N/A	16	#N/A	#N/A	19	#N/A	21	22	23	#N/A	25
1	148	24/07/2006	5	22	24	2	1	12	8	21	16	25	20	9	13	4	17	0	17	1	2	#N/A	4	5	#N/A	#N/A	8	9	#N/A	#N/A	12	13	#N/A	#N/A	16	17	#N/A	#N/A	20	21	22	#N/A	24	25
1	149	01/08/2006	24	19	2	17	16	9	25	5	20	18	13	10	15	23	7	0	5	#N/A	2	#N/A	#N/A	5	#N/A	7	#N/A	9	10	#N/A	#N/A	13	#N/A	15	16	17	18	19	20	#N/A	#N/A	23	24	25
1	150	07/08/2006	21	7	11	5	8	19	1	25	6	22	24	14	23	9	3	0	1	1	#N/A	3	#N/A	5	6	7	8	9	#N/A	11	#N/A	#N/A	14	#N/A	#N/A	#N/A	#N/A	19	#N/A	21	22	23	24	25
1	151	14/08/2006	18	10	13	11	3	9	12	4	23	7	24	16	14	5	20	0	5	#N/A	#N/A	3	4	5	#N/A	7	#N/A	9	10	11	12	13	14	#N/A	16	#N/A	18	#N/A	20	#N/A	#N/A	23	24	#N/A
1	152	21/08/2006	23	3	25	6	19	22	24	15	7	17	8	13	20	4	5	0	3	#N/A	#N/A	3	4	5	6	7	8	#N/A	#N/A	#N/A	#N/A	13	#N/A	15	#N/A	17	#N/A	19	20	#N/A	22	23	24	25
1	153	28/08/2006	13	21	5	25	8	20	23	12	11	4	1	18	2	24	17	0	8	1	2	#N/A	4	5	#N/A	#N/A	8	#N/A	#N/A	11	12	13	#N/A	#N/A	#N/A	17	18	#N/A	20	21	#N/A	23	24	25
1	154	04/09/2006	18	9	16	5	15	24	23	10	1	11	14	6	13	3	2	0	1	1	2	3	#N/A	5	6	#N/A	#N/A	9	10	11	#N/A	13	14	15	16	#N/A	18	#N/A	#N/A	#N/A	#N/A	23	24	#N/A
1	155	11/09/2006	15	10	16	14	8	11	19	2	21	20	18	4	5	22	24	0	0	#N/A	2	#N/A	4	5	#N/A	#N/A	8	#N/A	10	11	#N/A	#N/A	14	15	16	#N/A	18	19	20	21	22	#N/A	24	#N/A
1	156	18/09/2006	3	8	9	15	13	10	12	4	23	20	22	1	19	11	14	0	7	1	#N/A	3	4	#N/A	#N/A	#N/A	8	9	10	11	12	13	14	15	#N/A	#N/A	#N/A	19	20	#N/A	22	23	#N/A	#N/A
1	157	25/09/2006	10	14	2	18	25	9	21	7	24	1	16	6	4	12	19	0	9	1	2	#N/A	4	#N/A	6	7	#N/A	9	10	#N/A	12	#N/A	14	#N/A	16	#N/A	18	19	#N/A	21	#N/A	#N/A	24	25
1	158	02/10/2006	11	15	22	17	12	23	2	7	16	18	19	9	20	10	8	0	2	#N/A	2	#N/A	#N/A	#N/A	#N/A	7	8	9	10	11	12	#N/A	#N/A	15	16	17	18	19	20	#N/A	22	23	#N/A	#N/A
1	159	09/10/2006	11	2	1	3	17	15	25	10	24	14	4	6	8	5	20	0	2	1	2	3	4	5	6	#N/A	8	#N/A	10	11	#N/A	#N/A	14	15	#N/A	17	#N/A	#N/A	20	#N/A	#N/A	#N/A	24	25
1	160	16/10/2006	15	14	3	12	16	24	19	21	20	17	10	4	9	1	11	0	3	1	#N/A	3	4	#N/A	#N/A	#N/A	#N/A	9	10	11	12	#N/A	14	15	16	17	#N/A	19	20	21	#N/A	#N/A	24	#N/A
1	161	19/10/2006	21	24	1	8	20	17	25	18	11	5	15	23	22	16	13	0	0	1	#N/A	#N/A	#N/A	5	#N/A	#N/A	8	#N/A	#N/A	11	#N/A	13	#N/A	15	16	17	18	#N/A	20	21	22	23	24	25
1	162	23/10/2006	3	1	12	6	20	11	5	16	24	2	8	23	13	4	18	0	5	1	2	3	4	5	6	#N/A	8	#N/A	#N/A	11	12	13	#N/A	#N/A	16	#N/A	18	#N/A	20	#N/A	#N/A	23	24	#N/A
1	163	26/10/2006	21	3	14	6	2	1	25	9	15	13	20	24	23	7	5	0	3	1	2	3	#N/A	5	6	7	#N/A	9	#N/A	#N/A	#N/A	13	14	15	#N/A	#N/A	#N/A	#N/A	20	21	#N/A	23	24	25
1	164	30/10/2006	1	11	14	5	15	10	2	6	21	18	3	24	8	23	22	0	1	1	2	3	#N/A	5	6	#N/A	8	#N/A	10	11	#N/A	#N/A	14	15	#N/A	#N/A	18	#N/A	#N/A	21	22	23	24	#N/A
1	165	03/11/2006	9	1	19	13	14	4	12	15	25	2	22	8	18	17	6	0	2	1	2	#N/A	4	#N/A	6	#N/A	8	9	#N/A	#N/A	12	13	14	15	#N/A	17	18	19	#N/A	#N/A	22	#N/A	#N/A	25
1	166	06/11/2006	18	3	9	21	19	22	8	15	10	23	14	2	20	4	13	0	39	#N/A	2	3	4	#N/A	#N/A	#N/A	8	9	10	#N/A	#N/A	13	14	15	#N/A	#N/A	18	19	20	21	22	23	#N/A	#N/A
1	167	09/11/2006	18	10	1	13	19	9	16	14	24	2	6	3	22	8	23	0	3	1	2	3	#N/A	#N/A	6	#N/A	8	9	10	#N/A	#N/A	13	14	#N/A	16	#N/A	18	19	#N/A	#N/A	22	23	24	#N/A
1	168	13/11/2006	1	7	20	4	19	12	24	3	15	17	16	2	10	23	22	0	1	1	2	3	4	#N/A	#N/A	7	#N/A	#N/A	10	#N/A	12	#N/A	#N/A	15	16	17	#N/A	19	20	#N/A	22	23	24	#N/A
1	169	16/11/2006	4	16	24	6	8	11	15	10	1	21	5	12	9	7	20	0	0	1	#N/A	#N/A	4	5	6	7	8	9	10	11	12	#N/A	#N/A	15	16	#N/A	#N/A	#N/A	20	21	#N/A	#N/A	24	#N/A
1	170	21/11/2006	7	22	25	4	13	23	6	5	1	20	3	10	18	8	16	0	1	1	#N/A	3	4	5	6	7	8	#N/A	10	#N/A	#N/A	13	#N/A	#N/A	16	#N/A	18	#N/A	20	#N/A	22	23	#N/A	25
1	171	23/11/2006	24	3	25	10	17	13	16	22	15	4	1	23	12	11	21	0	4	1	#N/A	3	4	#N/A	#N/A	#N/A	#N/A	#N/A	10	11	12	13	#N/A	15	16	17	#N/A	#N/A	#N/A	21	22	23	24	25
1	172	27/11/2006	2	18	9	11	7	13	6	1	4	25	12	20	21	22	10	0	1	1	#N/A	#N/A	4	#N/A	6	7	#N/A	9	10	11	12	13	#N/A	#N/A	#N/A	#N/A	18	#N/A	20	21	22	#N/A	#N/A	25
1	173	30/11/2006	2	5	11	23	22	15	8	24	20	21	19	3	7	4	25	0	0	#N/A	#N/A	3	4	5	#N/A	7	8	#N/A	#N/A	11	#N/A	#N/A	#N/A	15	#N/A	#N/A	#N/A	19	20	21	22	23	24	25
1	174	04/12/2006	4	7	13	23	10	20	2	9	1	15	24	17	12	25	11	0	11	1	2	#N/A	4	#N/A	#N/A	7	#N/A	9	10	11	12	13	#N/A	15	#N/A	17	#N/A	#N/A	20	#N/A	#N/A	23	24	25
1	175	07/12/2006	7	11	2	14	18	5	21	19	16	3	15	12	24	13	6	0	2	#N/A	2	3	#N/A	5	6	7	#N/A	#N/A	#N/A	11	12	13	14	15	16	#N/A	18	19	#N/A	21	#N/A	#N/A	24	#N/A
1	176	11/12/2006	12	25	15	21	10	4	24	16	11	13	18	2	22	17	23	0	1	#N/A	2	#N/A	4	#N/A	#N/A	#N/A	#N/A	#N/A	10	11	12	13	#N/A	15	16	17	18	#N/A	#N/A	21	22	23	24	25
1	177	14/12/2006	24	16	11	13	6	19	2	17	7	8	15	20	10	23	21	0	2	#N/A	2	#N/A	#N/A	#N/A	6	7	8	#N/A	10	11	#N/A	13	#N/A	15	16	17	#N/A	19	20	21	#N/A	23	24	#N/A
1	178	18/12/2006	6	3	21	25	10	20	19	23	9	4	8	2	24	16	14	0	1	#N/A	2	3	4	#N/A	6	#N/A	8	9	10	#N/A	#N/A	#N/A	14	#N/A	16	#N/A	#N/A	19	20	21	#N/A	23	24	25
1	179	21/12/2006	2	15	17	3	22	19	14	7	23	25	5	4	24	9	13	0	6	#N/A	#N/A	3	4	5	#N/A	7	#N/A	9	#N/A	#N/A	#N/A	13	14	15	#N/A	17	#N/A	19	#N/A	#N/A	22	23	24	25
1	180	26/12/2006	2	4	11	20	17	25	24	7	1	5	3	10	15	6	8	0	13	1	#N/A	3	4	5	6	7	8	#N/A	10	11	#N/A	#N/A	#N/A	15	#N/A	17	#N/A	#N/A	20	#N/A	#N/A	#N/A	24	25
1	181	28/12/2006	1	16	22	5	20	7	23	8	15	4	6	14	17	19	21	0	2	1	#N/A	#N/A	4	5	6	7	8	#N/A	#N/A	#N/A	#N/A	#N/A	14	15	16	17	#N/A	19	20	21	22	23	#N/A	#N/A
1	182	02/01/2007	11	22	8	19	17	3	2	14	25	9	7	21	13	23	4	0	7	#N/A	2	3	4	#N/A	#N/A	7	8	9	#N/A	11	#N/A	13	14	#N/A	#N/A	17	#N/A	19	#N/A	21	22	23	#N/A	25
1	183	04/01/2007	8	7	6	13	23	11	19	21	16	25	14	20	24	2	4	0	4	#N/A	2	#N/A	4	#N/A	6	7	8	#N/A	#N/A	11	#N/A	13	14	#N/A	16	#N/A	#N/A	19	20	21	#N/A	23	24	25
1	184	08/01/2007	3	17	7	23	11	15	8	1	19	21	25	16	18	9	10	0	3	1	#N/A	3	#N/A	#N/A	#N/A	7	8	9	10	11	#N/A	#N/A	#N/A	15	16	17	18	19	#N/A	21	#N/A	23	#N/A	25
1	185	11/01/2007	20	19	25	6	1	15	23	8	12	9	11	4	7	2	17	0	3	1	2	#N/A	4	#N/A	6	7	8	9	#N/A	11	12	#N/A	#N/A	15	#N/A	17	#N/A	19	20	#N/A	#N/A	23	#N/A	25
1	186	15/01/2007	16	25	23	22	13	5	6	19	24	17	2	18	4	11	12	0	2	#N/A	2	#N/A	4	5	6	#N/A	#N/A	#N/A	#N/A	11	12	13	#N/A	#N/A	16	17	18	19	#N/A	#N/A	22	23	24	25
1	187	18/01/2007	21	25	12	1	16	3	13	24	11	17	19	15	23	22	18	0	2	1	#N/A	3	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	11	12	13	#N/A	15	16	17	18	19	#N/A	21	22	23	24	25
1	188	22/01/2007	16	19	20	10	25	24	22	8	13	5	11	23	21	2	3	0	6	#N/A	2	3	#N/A	5	#N/A	#N/A	8	#N/A	10	11	#N/A	13	#N/A	#N/A	16	#N/A	#N/A	19	20	21	22	23	24	25
1	189	25/01/2007	9	13	5	18	23	19	16	22	1	2	7	4	20	6	24	0	2	1	2	#N/A	4	5	6	7	#N/A	9	#N/A	#N/A	#N/A	13	#N/A	#N/A	16	#N/A	18	19	20	#N/A	22	23	24	#N/A
1	190	29/01/2007	16	11	13	15	23	24	8	1	5	18	4	19	3	7	14	0	3	1	#N/A	3	4	5	#N/A	7	8	#N/A	#N/A	11	#N/A	13	14	15	16	#N/A	18	19	#N/A	#N/A	#N/A	23	24	#N/A
1	191	01/02/2007	23	9	18	5	19	20	8	2	22	10	13	21	15	17	12	0	1	#N/A	2	#N/A	#N/A	5	#N/A	#N/A	8	9	10	#N/A	12	13	#N/A	15	#N/A	17	18	19	20	21	22	23	#N/A	#N/A
1	192	05/02/2007	24	11	1	13	3	6	16	4	15	22	2	23	14	5	21	0	3	1	2	3	4	5	6	#N/A	#N/A	#N/A	#N/A	11	#N/A	13	14	15	16	#N/A	#N/A	#N/A	#N/A	21	22	23	24	#N/A
1	193	08/02/2007	14	16	21	2	9	19	20	3	4	10	25	1	15	5	8	0	2	1	2	3	4	5	#N/A	#N/A	8	9	10	#N/A	#N/A	#N/A	14	15	16	#N/A	#N/A	19	20	21	#N/A	#N/A	#N/A	25
1	194	12/02/2007	23	14	22	25	12	18	8	9	13	15	2	21	17	7	10	0	1	#N/A	2	#N/A	#N/A	#N/A	#N/A	7	8	9	10	#N/A	12	13	14	15	#N/A	17	18	#N/A	#N/A	21	22	23	#N/A	25
1	195	15/02/2007	4	3	14	22	19	17	9	12	18	7	23	8	11	2	6	0	10	#N/A	2	3	4	#N/A	6	7	8	9	#N/A	11	12	#N/A	14	#N/A	#N/A	17	18	19	#N/A	#N/A	22	23	#N/A	#N/A
1	196	22/02/2007	22	24	10	15	16	25	20	14	17	5	2	4	23	19	3	0	1	#N/A	2	3	4	5	#N/A	#N/A	#N/A	#N/A	10	#N/A	#N/A	#N/A	14	15	16	17	#N/A	19	20	#N/A	22	23	24	25
1	197	26/02/2007	9	13	23	20	3	6	10	5	22	4	8	12	7	18	21	0	4	#N/A	#N/A	3	4	5	6	7	8	9	10	#N/A	12	13	#N/A	#N/A	#N/A	#N/A	18	#N/A	20	21	22	23	#N/A	#N/A
1	198	01/03/2007	25	1	6	2	13	7	18	21	14	4	15	20	5	17	16	0	3	1	2	#N/A	4	5	6	7	#N/A	#N/A	#N/A	#N/A	#N/A	13	14	15	16	17	18	#N/A	20	21	#N/A	#N/A	#N/A	25
1	199	05/03/2007	23	2	6	11	22	20	4	3	15	5	1	9	21	12	19	0	1	1	2	3	4	5	6	#N/A	#N/A	9	#N/A	11	12	#N/A	#N/A	15	#N/A	#N/A	#N/A	19	20	21	22	23	#N/A	#N/A
1	200	08/03/2007	16	8	9	5	23	11	13	12	4	14	15	2	1	21	24	0	2	1	2	#N/A	4	5	#N/A	#N/A	8	9	#N/A	11	12	13	14	15	16	#N/A	#N/A	#N/A	#N/A	21	#N/A	23	24	#N/A
1	201	12/03/2007	10	15	8	19	2	11	12	5	20	1	22	4	13	9	14	0	4	1	2	#N/A	4	5	#N/A	#N/A	8	9	10	11	12	13	14	15	#N/A	#N/A	#N/A	19	20	#N/A	22	#N/A	#N/A	#N/A
1	202	15/03/2007	5	14	23	19	24	10	17	11	1	21	22	13	16	3	18	0	0	1	#N/A	3	#N/A	5	#N/A	#N/A	#N/A	#N/A	10	11	#N/A	13	14	#N/A	16	17	18	19	#N/A	21	22	23	24	#N/A
1	203	19/03/2007	24	2	4	5	12	13	1	3	23	18	6	7	25	14	17	0	15	1	2	3	4	5	6	7	#N/A	#N/A	#N/A	#N/A	12	13	14	#N/A	#N/A	17	18	#N/A	#N/A	#N/A	#N/A	23	24	25
1	204	22/03/2007	8	25	16	17	23	22	5	15	4	7	24	2	14	3	11	0	4	#N/A	2	3	4	5	#N/A	7	8	#N/A	#N/A	11	#N/A	#N/A	14	15	16	17	#N/A	#N/A	#N/A	#N/A	22	23	24	25
1	205	26/03/2007	21	4	18	12	22	10	2	16	17	11	3	15	25	14	9	0	1	#N/A	2	3	4	#N/A	#N/A	#N/A	#N/A	9	10	11	12	#N/A	14	15	16	17	18	#N/A	#N/A	21	22	#N/A	#N/A	25
